"","panjivarecordid","billOfLadingNumber","shpmtDate","shpName","shpFullAddress","shpRoute","shpCity","shpStateRegion","shpPostalCode","shpCountry","shpPanjivaId","shpOriginalFormat","carrier","shpmtDestination","portOfLading","portOfLadingRegion","portOfLadingCountry","portOfUnlading","portOfUnladingRegion","portofUnladingCountry","placeOfReceipt","vessel","vesselCountry","transportFlightCode","isContainerized","volumeTEU","itemquantity","weightkg","weightt","weightoriginalformat","valueofgoodsusd","equipmenttype","equipmentdimensions","dividedlcl","filedate"
"810",38559075,"ONEYRICAU1230800",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","Germany","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Hamburg, Germany","Western Europe","Germany","Us Charleston, Sc","Palena","","",1,2,"See Container Quantities column","8066.4",8.0664,"8066.4 kg","12100",NA,"","",2020-07-06
"811",38560375,"ONEYRICAT6945400",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","Netherlands","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Rotterdam, Netherlands","Western Europe","Netherlands","Us Charleston, Sc","Palena","","",1,2,"See Container Quantities column","23517.8",23.5178,"23517.8 kg","68600",NA,"","",2020-07-06
"812",32705717,"MEDUKB624279",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","Chile","Port of Virginia, Norfolk, Virginia","Southeast Region","United States","All Other Chile Ports, Chile","South America","Chile","","Msc Carolina","","",1,6,"See Container Quantities column","82648",82.648,"82648.0 kg","",NA,"","",2020-01-26
"813",32705797,"MEDUKB482538",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","South Africa","Port of Virginia, Norfolk, Virginia","Southeast Region","United States","Durban, South Africa","Southern Africa","South Africa","De Kalb, Il","Maersk Visby","","",1,2,"See Container Quantities column","3119.76",3.11976,"3119.76 kg","49900",NA,"","",2020-01-26
"814",38576655,"ONEYRICAR9317700",2020-06-13,"Navigation Network Inc.","5620 TCHOUPITOULAS ST 70115 NEW ORLEANS UNITED STATES P.O. BOX 14146 WESTLANDS NAIROBI, 00800 KENYA","225 Arabella Street","New Orleans","Louisiana","70115","United States","45980577","Navigation Network, Inc.","ONEY - Ocean Network Express Pte Ltd","South Korea","Georgia Ports Authority, Savannah, Georgia","Southeast Region","United States","Busan, South Korea","Eastern Asia","South Korea","Us Savannah, Ga","Nagoya Express","","",1,4,"See Container Quantities column","36117.26",36.11726,"36117.26 kg","",NA,"","",2020-07-06
"815",32705817,"MEDUKB572759",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","South Africa","Port of Virginia, Norfolk, Virginia","Southeast Region","United States","Durban, South Africa","Southern Africa","South Africa","Chicago, Il","Maersk Visby","","",1,10,"See Container Quantities column","78879",78.879,"78879.0 kg","963000",NA,"","",2020-01-26
"816",32705877,"MEDUKB642339",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","Bangladesh","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Chittagong, Bangladesh","Southern Asia","Bangladesh","Memphis, Tn","Msc Heidi","","",1,18,"See Container Quantities column","182699",182.699,"182699.0 kg","292000",NA,"","",2020-01-26
"817",38560535,"ONEYRICAU3301900",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","Netherlands","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Rotterdam, Netherlands","Western Europe","Netherlands","Us Charleston, Sc","Palena","","",1,2,"See Container Quantities column","5848",5.848,"5848.0 kg","5000",NA,"","",2020-07-06
"818",32705917,"MEDUKB625284",2020-01-01,"Ferrous Processing And Trading","3700 NORTHWEST NORTH RIVER DRIVE NONE MIAMI FL 33142","3700 Northwest North River Drive","Miami","Florida","33142","United States","33511666","Ferrous Processing And Trading Co 3700 Nw North River Drive Miami, Fl 33142","MSCU - Msc Mediterranean Shipping Company S A","Pakistan","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Port Muhammad Bin Qasim, Pakistan","Southern Asia","Pakistan","","Msc Heidi","","",1,1,"See Container Quantities column","20000",20,"20000.0 kg","",NA,"","",2020-01-26
"819",32705937,"MEDUKB600188",2020-01-01,"United American Line","499 ERNSTON ROAD, B-13 PARLIN NJ 08859 PARLIN NEW JERSEY 08859-141","499 Ernston Road","Sayreville","New Jersey","08859","United States","4722778","Gulf American Lines, Inc. Sonia Kapoor 330 Snyder Avenue Berkeley Heights, Nj 07922 Phone No : 908 464 3366","MSCU - Msc Mediterranean Shipping Company S A","Kuwait","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Al Kuwayt, Kuwait","Western Asia","Kuwait","","Msc Heidi","","",1,2,"See Container Quantities column","21937",21.937,"21937.0 kg","41500",NA,"","",2020-01-26
"820",32707837,"MEDUKB651124",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","India","Port of Virginia, Norfolk, Virginia","Southeast Region","United States","Mundra, India","Southern Asia","India","","Maersk Shams","","",1,1,"See Container Quantities column","18475",18.475,"18475.0 kg","",NA,"","",2020-01-26
"821",32707817,"MEDUKB626670",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","Vietnam","Port of Virginia, Norfolk, Virginia","Southeast Region","United States","Hai Phong, Vietnam","South-Eastern Asia","Vietnam","","Maersk Shams","","",1,10,"See Container Quantities column","141120",141.12,"141120.0 kg","131000",NA,"","",2020-01-26
"822",38560695,"ONEYRICAU5381500",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","Netherlands","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Rotterdam, Netherlands","Western Europe","Netherlands","Us Charleston, Sc","Palena","","",1,2,"See Container Quantities column","2669.24",2.66924,"2669.24 kg","16700",NA,"","",2020-07-06
"823",38559835,"ONEYRICAS7565400",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","Netherlands","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Rotterdam, Netherlands","Western Europe","Netherlands","Us Charleston, Sc","Palena","","",1,2,"See Container Quantities column","3568",3.568,"3568.0 kg","",NA,"","",2020-07-06
"824",38559175,"ONEYRICAU1088500",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","Germany","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Hamburg, Germany","Western Europe","Germany","Us Charleston, Sc","Palena","","",1,2,"See Container Quantities column","1405",1.405,"1405.0 kg","",NA,"","",2020-07-06
"825",32700253,"MEDUKB610203",2020-01-01,"Dupont Specialty Products USA Llc","USA, LLC CHESTNUT RUN PLAZA 974 CENTRE ROAD WILMINGTON, DE 19805 US","974 Centre Road","Wilmington","Delaware","19805","United States","62895960","Dupont Specialty Products Usa,","MSCU - Msc Mediterranean Shipping Company S A","Spain","Houston, Houston, Texas","Southwest Region","United States","Gijon, Spain","Southern Europe","Spain","","Msc Judith","","",1,1,"See Container Quantities column","20838.6",20.8386,"20838.6 kg","137000",NA,"","",2020-01-25
"826",38559035,"ONEYRICAU0838700",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","Germany","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Hamburg, Germany","Western Europe","Germany","Us Charleston, Sc","Palena","","",1,2,"See Container Quantities column","3148.8",3.1488,"3148.8 kg","13500",NA,"","",2020-07-06
"827",38569815,"ONEYRICAS1855700",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","Taiwan","The Port of Los Angeles, Los Angeles, California","Pacific Region","United States","Keelung, Taiwan","Eastern Asia","Taiwan","Us Los Angeles, Ca","Ym Unanimity","","",1,2,"See Container Quantities column","15111.04",15.11104,"15111.04 kg","97300",NA,"","",2020-07-06
"828",38571435,"ONEYRICAT3225600",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","Belgium","New York, New York","New York Region","United States","Antwerp, Belgium","Western Europe","Belgium","Us New York, Ny","Ym Evolution","","",1,4,"See Container Quantities column","35696",35.696,"35696.0 kg","156000",NA,"","",2020-07-06
"829",32696317,"SUDU20001AKVA5ZZ",2020-01-01,"","","","","","","","","","SUDU - Hamburg Sued","Philippines","Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida","Southeast Region","United States","San Antonio, Chile","South America","Chile","Port Everglades F","Dublin Express","","",1,1,"See Container Quantities column","5722.23",5.72223,"5722.23 kg","182000",NA,"","",2020-01-22
"830",38572015,"ONEYRICAN0796500",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","Netherlands","New York, New York","New York Region","United States","Rotterdam, Netherlands","Western Europe","Netherlands","Us New York, Ny","Ym Evolution","","",1,2,"See Container Quantities column","14503.59",14.50359,"14503.59 kg","63900",NA,"","",2020-07-06
"831",38572275,"ONEYRICAT7221600",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","Netherlands","New York, New York","New York Region","United States","Rotterdam, Netherlands","Western Europe","Netherlands","Us New York, Ny","Ym Evolution","","",1,8,"See Container Quantities column","21054",21.054,"21054.0 kg","",NA,"","",2020-07-06
"832",38571395,"ONEYRICAR6391600",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","Belgium","New York, New York","New York Region","United States","Antwerp, Belgium","Western Europe","Belgium","Us New York, Ny","Ym Evolution","","",1,2,"See Container Quantities column","4200",4.2,"4200.0 kg","9100",NA,"","",2020-07-06
"833",38573615,"ONEYRICAS6906900",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","Japan","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Charleston, Sc","Conti Contessa","","",1,4,"See Container Quantities column","16235.53",16.23553,"16235.53 kg","",NA,"","",2020-07-06
"834",38576595,"ONEYRICAT4429600",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","South Korea","Georgia Ports Authority, Savannah, Georgia","Southeast Region","United States","Busan, South Korea","Eastern Asia","South Korea","Us Savannah, Ga","Nagoya Express","","",1,2,"See Container Quantities column","17595",17.595,"17595.0 kg","48800",NA,"","",2020-07-06
"835",38575435,"ONEYRICAT0244400",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","South Korea","Port of Oakland, Oakland, California","Pacific Region","United States","Busan, South Korea","Eastern Asia","South Korea","Us Oakland, Ca","One Contribution","","",1,2,"See Container Quantities column","23414.3",23.4143,"23414.3 kg","132000",NA,"","",2020-07-06
"836",38575515,"ONEYRICAS2421400",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","South Korea","Port of Oakland, Oakland, California","Pacific Region","United States","Busan, South Korea","Eastern Asia","South Korea","Us Oakland, Ca","One Contribution","","",1,2,"See Container Quantities column","16187",16.187,"16187.0 kg","6400",NA,"","",2020-07-06
"837",38575635,"ONEYRICAT2074700",2020-06-13,"","","","","","","","","","ONEY - Ocean Network Express Pte Ltd","Singapore","Port of Oakland, Oakland, California","Pacific Region","United States","Singapore, Singapore","South-Eastern Asia","Singapore","Us Oakland, Ca","One Contribution","","",1,2,"See Container Quantities column","25272.23",25.27223,"25272.23 kg","57200",NA,"","",2020-07-06
"838",32704093,"MEDUKB632108",2020-01-01,"Marine Transport","63 NEW HOOK RD BAYONNE NJ 07002 UNITED STATES","","","","","United States","44207776","Marine Transport Logistics Inc.","MSCU - Msc Mediterranean Shipping Company S A","Libya","Port of Long Beach, Long Beach, California","Pacific Region","United States","Benghazi, Libya","Northern Africa","Libya","","Msc Rania","","",1,2,"See Container Quantities column","5528.83",5.52883,"5528.83 kg","",NA,"","",2020-01-26
"839",38548563,"SMLMPHX0A8868400",2020-06-13,"250 Marquette Avenue Suite 1050","MINNEAPOLIS, MN 55401","","Minneapolis","Minnesota","55401","United States","18761887","250 Marquette Ave Suite 1050","SMLM - Sm Line Corporation","South Korea","Port of Long Beach, Long Beach, California","Pacific Region","United States","Kwangyang, South Korea","Eastern Asia","South Korea","","Maersk Evora 2001 W","","",1,8,"See Container Quantities column","93855",93.855,"93855.0 kg","32800",NA,"","",2020-07-05
"840",38548603,"SMLMPHX0B0957300",2020-06-13,"636 120 Th Ave Ne Ste A200","BELLEVUE, WA. 98005","","Bellevue","Washington","98005","United States","18795499","636 120 Th Ave. Ne Ste A 200","SMLM - Sm Line Corporation","South Korea","Port of Long Beach, Long Beach, California","Pacific Region","United States","Kwangyang, South Korea","Eastern Asia","South Korea","","Maersk Evora 2001 W","","",1,14,"See Container Quantities column","136025",136.025,"136025.0 kg","",NA,"","",2020-07-05
"841",38549223,"SMLMPHX0B1342600",2020-06-13,"Pte Ltd. Swire Shipping C/O","INTEROCEAN STEAMSHIP 899 NORTHGATE DRIVE SUITE 200 SAN RAFAEL, CA 94903","3950 Civic Center Dr","San Rafael","California","94903","United States","87213824","Pte Ltd Swire Shipping C/O","SMLM - Sm Line Corporation","South Korea","Port of Long Beach, Long Beach, California","Pacific Region","United States","Busan, South Korea","Eastern Asia","South Korea","","Maersk Evora 2001 W","","",1,2,"See Container Quantities column","21318.84",21.31884,"21318.84 kg","837000",NA,"","",2020-07-05
"842",38549243,"SMLMPHX0B0801500",2020-06-13,"J.H. World Express Inc.","18710 SOUTH WILMINGTON AVENUE SUITE 111 RANCHO DOMINGUEZ, CA 90220","19600 South Alameda Street","Compton","California","90221","United States","28242246","Jh Logistics","SMLM - Sm Line Corporation","South Korea","Port of Long Beach, Long Beach, California","Pacific Region","United States","Busan, South Korea","Eastern Asia","South Korea","","Maersk Evora 2001 W","","",1,2,"See Container Quantities column","16033",16.033,"16033.0 kg","72400",NA,"","",2020-07-05
"843",32704183,"MEDUKB634625",2020-01-01,"Expeditors International Of Washing","870 ASHLAND AV FOLCROFT PA 19032","","Philadelphia","Pennsylvania","","United States","45978662","Expeditors Intl Of Washington","MSCU - Msc Mediterranean Shipping Company S A","United Kingdom","Port of Long Beach, Long Beach, California","Pacific Region","United States","Felixstowe, United Kingdom","Northern Europe","United Kingdom","","Msc Rania","","",1,2,"See Container Quantities column","9547.81",9.54781,"9547.81 kg","9200",NA,"","",2020-01-26
"844",38549483,"SMLMPHX0B0148200",2020-06-13,"2760 East El Presidio Street","CARSON, CA 90810 TEL#: (310)608-0306","","Carson","California","90810","United States","45179907","2760 East El Presidio Street","SMLM - Sm Line Corporation","South Korea","Port of Long Beach, Long Beach, California","Pacific Region","United States","Busan, South Korea","Eastern Asia","South Korea","","Maersk Evora 2001 W","","",1,1,"See Container Quantities column","17119",17.119,"17119.0 kg","98300",NA,"","",2020-07-05
"845",38550123,"SMLMPHX0B1352700",2020-06-13,"4332 Cerritos Ave., Suite 209","LOS ALAMITOS CA 90720","4250 Constitution Avenue","Los Alamitos","California","90720","United States","18759636","4332 Cerritos Ave","SMLM - Sm Line Corporation","South Korea","Port of Long Beach, Long Beach, California","Pacific Region","United States","Busan, South Korea","Eastern Asia","South Korea","","Maersk Evora 2001 W","","",1,1,"See Container Quantities column","8885",8.885,"8885.0 kg","",NA,"","",2020-07-05
"846",38968837,"AYU0365664",2020-01-19,"Vanguard International USA Inc.","300 MIDDLESEX AVENUE CARTERET, NJ 07008 CONTACT: NYC FCL DOCS BALTIMORE MARYLAND 21224","300 Middlesex Avenue","Carteret","New Jersey","07008","United States","36985412","Vanguard Logistics Services Usa Inc","APLU - Apl Co Pte Ltd Nol Group","China","New York/Newark Area, Newark, New Jersey","New York Region","United States","Tsingtao, China","Eastern Asia","China","Buffalo, Ny","Cma Cgm J. Madison","","",1,2,"See Container Quantities column","29600",29.6,"29600.0 kg","4252000",NA,"","",2020-02-11
"847",38969517,"AYU0367934",2020-01-19,"Foodlinx Inc.","BURLINGAME CA 94011-7580 USA TEE-MAIL","","Burlingame","California","94011","United States","34164324","Foodlinx, Inc.","APLU - Apl Co Pte Ltd Nol Group","Philippines","Georgia Ports Authority, Savannah, Georgia","Southeast Region","United States","Manila, Philippines","South-Eastern Asia","Philippines","","Cma Cgm Orfeo","","",1,2,"See Container Quantities column","",NA,"kg","",NA,"","",2020-02-11
"848",37560307,"NAM3755803",2020-01-19,"Ocean Line Logistics Inc. C/O","630 W DUARTE ROAD SUITE 205 ARCADIA, CA 91007","630 West Duarte Road","Arcadia","California","91007","United States","28235350","Ocean Line Logistics, Inc","CMDU - Cma Cgm","Malaysia","The Port of Los Angeles, Los Angeles, California","Pacific Region","United States","Kajang, Malaysia","South-Eastern Asia","Malaysia","","Cma Cgm Norma","","",1,6,"See Container Quantities column","54421",54.421,"54421.0 kg","71900",NA,"","",2020-02-10
"849",32704363,"MEDUKB626605",2020-01-01,"Baltic Auto Shipping","5811 W66TH ST BEDFORD PARK IL 60638","","","","","United States","45992095","Baltic Auto Shipping Inc.","MSCU - Msc Mediterranean Shipping Company S A","Lithuania","Port of Long Beach, Long Beach, California","Pacific Region","United States","Klaipeda, Lithuania","Northern Europe","Lithuania","","Msc Rania","","",1,2,"See Container Quantities column","6694",6.694,"6694.0 kg","",NA,"","",2020-01-26
"850",38571515,"ONEYRICAP4969600",2020-06-13,"Troy Container Line. Ltd. (Nvocc)","27 WEST STREET RED BANK, N.J. 07701","27 West Street","Red Bank","New Jersey","07701","United States","44435021","Troy Container Line. Ltd. (Nvocc)","ONEY - Ocean Network Express Pte Ltd","Germany","New York, New York","New York Region","United States","Hamburg, Germany","Western Europe","Germany","Us New York, Ny","Ym Evolution","","",1,2,"See Container Quantities column","6447.91",6.44791,"6447.91 kg","35300",NA,"","",2020-07-06
"851",38571535,"ONEYRICAS3732300",2020-06-13,"Sea Track Consolidators","1975 LINDEN BLVD #205 ELMONT, NY 11003","1975 Linden Boulevard","Elmont","New York","11003","United States","33502566","Sea Track Consolidators","ONEY - Ocean Network Express Pte Ltd","Germany","New York, New York","New York Region","United States","Hamburg, Germany","Western Europe","Germany","Us New York, Ny","Ym Evolution","","",1,2,"See Container Quantities column","7338.38",7.33838,"7338.38 kg","",NA,"","",2020-07-06
"852",38571555,"ONEYRICAT2674600",2020-06-13,"Expeditors International Of Washing","870 ASHLAND AV FOLCROFT PA 19032","","Philadelphia","Pennsylvania","","United States","45978662","Expeditors   Ord","ONEY - Ocean Network Express Pte Ltd","Germany","New York, New York","New York Region","United States","Hamburg, Germany","Western Europe","Germany","Us New York, Ny","Ym Evolution","","",1,6,"See Container Quantities column","30805.59",30.80559,"30805.59 kg","",NA,"","",2020-07-06
"853",38571635,"ONEYRICAQ3314400",2020-06-13,"Hellmann Worldwide Logistics","MIAMI FL 33126 US","Northwest 94th Avenue","Miami","Florida","33178","United States","27804420","Hellmann Worldwide Logistics Inc.","ONEY - Ocean Network Express Pte Ltd","France","New York, New York","New York Region","United States","London, United Kingdom","Northern Europe","United Kingdom","Us New York, Ny","Ym Evolution","","",1,4,"See Container Quantities column","38730.44",38.73044,"38730.44 kg","25700",NA,"","",2020-07-06
"854",38571695,"ONEYRICAU0244500",2020-06-13,"Carotrans International Inc. 18 Wes","100 22ND ST. OAKBROOK TERRACE IL 60181","100 West 22nd Street","Lombard","Illinois","60148","United States","46056212","Carotrans International, Inc.","ONEY - Ocean Network Express Pte Ltd","France","New York, New York","New York Region","United States","London, United Kingdom","Northern Europe","United Kingdom","Us New York, Ny","Ym Evolution","","",1,2,"See Container Quantities column","2507",2.507,"2507.0 kg","3800",NA,"","",2020-07-06
"855",38571715,"ONEYRICAU7653900",2020-06-13,"Seko Worldwide (Jfk Gateway)","15022 132ND AVE JAMAICA NY 11434 UNITED STATES","150-22 132nd Avenue","","New York","11434","United States","87455967","Seko Worldwide Llc   Jfk Gateway","ONEY - Ocean Network Express Pte Ltd","France","New York, New York","New York Region","United States","London, United Kingdom","Northern Europe","United Kingdom","Us New York, Ny","Ym Evolution","","",1,2,"See Container Quantities column","12107",12.107,"12107.0 kg","33900",NA,"","",2020-07-06
"856",38571755,"ONEYRICAS7243400",2020-06-13,"The Procter & Gamble Distributing","2 PROCTER AND GAMBLE PLZ TN-8 CINCINNATI OHIO 452023315","1 Procter & Gamble Plaza","Cincinnati","Ohio","45202","United States","45831322","Procter & Gamble Distributing Llc","ONEY - Ocean Network Express Pte Ltd","Netherlands","New York, New York","New York Region","United States","Rotterdam, Netherlands","Western Europe","Netherlands","Us New York, Ny","Ym Evolution","","",1,2,"See Container Quantities column","8700.85",8.70085,"8700.85 kg","64500",NA,"","",2020-07-06
"857",38571835,"ONEYRICAR4203300",2020-06-13,"Kuehne & Nagel Inc.","7850 NW 25TH ST DORAL FLORIDA 33122 USA","7850 Northwest 25th Street","Doral","Florida","33122","United States","27802287","Kuehne + Nagel, Inc.","ONEY - Ocean Network Express Pte Ltd","Netherlands","New York, New York","New York Region","United States","Rotterdam, Netherlands","Western Europe","Netherlands","Us New York, Ny","Ym Evolution","","",1,2,"See Container Quantities column","6423.32",6.42332,"6423.32 kg","",NA,"","",2020-07-06
"858",37562887,"NAM3724427",2020-01-19,"Jplogistics Inc. C/O","SI METALLICS LLC 1970 CROWN DRIVE FARMERS BRANCH, TX 75234 USA","1970 Crown Drive","Farmers Branch","Texas","75234","United States","38687955","Jplogistics, Inc. C/O","CMDU - Cma Cgm","Malaysia","The Port of Los Angeles, Los Angeles, California","Pacific Region","United States","Kajang, Malaysia","South-Eastern Asia","Malaysia","","Cma Cgm Norma","","",1,2,"See Container Quantities column","16840",16.84,"16840.0 kg","79000",NA,"","",2020-02-10
"859",38570375,"ONEYRICAQ6558300",2020-06-13,"Geodis USA Inc.","AS AGENTS FOR CARGO CONTAINER LINE ON BEHALF OF SH","","","","","United States","39555472","Geodis Usa, Inc.","ONEY - Ocean Network Express Pte Ltd","Taiwan","The Port of Los Angeles, Los Angeles, California","Pacific Region","United States","Kaohsiung, Taiwan","Eastern Asia","Taiwan","Us Los Angeles, Ca","Ym Unanimity","","",1,2,"See Container Quantities column","19904.93",19.90493,"19904.93 kg","13500",NA,"","",2020-07-06
"860",38572115,"ONEYRICAR5403600",2020-06-13,"","","","","","","","85616183","C.H. Robinson International, Inc.","ONEY - Ocean Network Express Pte Ltd","Netherlands","New York, New York","New York Region","United States","Rotterdam, Netherlands","Western Europe","Netherlands","Us New York, Ny","Ym Evolution","","",1,2,"See Container Quantities column","5443",5.443,"5443.0 kg","",NA,"","",2020-07-06
"861",38572135,"ONEYRICAR7684500",2020-06-13,"Expeditors International Of Washing","870 ASHLAND AV FOLCROFT PA 19032","","Philadelphia","Pennsylvania","","United States","45978662","Expeditors   Cvg","ONEY - Ocean Network Express Pte Ltd","Netherlands","New York, New York","New York Region","United States","Rotterdam, Netherlands","Western Europe","Netherlands","Us New York, Ny","Ym Evolution","","",1,4,"See Container Quantities column","7104.7",7.1047,"7104.7 kg","",NA,"","",2020-07-06
"862",38572355,"ONEYRICAU1188600",2020-06-13,"Nfi Global Llc","2 COOPER STREET CAMDEN, NJ 08102","2 Cooper Street","Camden","New Jersey","08102","United States","36688642","Nfi Global, Llc.","ONEY - Ocean Network Express Pte Ltd","Netherlands","New York, New York","New York Region","United States","Rotterdam, Netherlands","Western Europe","Netherlands","Us New York, Ny","Ym Evolution","","",1,2,"See Container Quantities column","8123.84",8.12384,"8123.84 kg","65800",NA,"","",2020-07-06
"863",38572375,"ONEYRICAU1805900",2020-06-13,"Oregon International Air Freight Co., Dba","2750 EARHART CT HEBRON KY UNITED STATES 41048","","","","","United States","87472190","Oregon International Air Freight Co., Dba","ONEY - Ocean Network Express Pte Ltd","Netherlands","New York, New York","New York Region","United States","Rotterdam, Netherlands","Western Europe","Netherlands","Us New York, Ny","Ym Evolution","","",1,2,"See Container Quantities column","5955",5.955,"5955.0 kg","",NA,"","",2020-07-06
"864",37566507,"ONEYRICVKD603300",2020-01-19,"Vish Llc","1605 JERSEY AVEH NORTH BRUNSWICK, NJ 08902 NORTH BRUNSWICK NEW JERSEY 08902-144","1605 Jersey Avenue","North Brunswick Township","New Jersey","08902","United States","44303889","Vish Llc","ONEY - Ocean Network Express Pte Ltd","India","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Jawaharlal Nehru, India","Southern Asia","India","Us Charleston, Sc","Kyoto Express","","",1,4,"See Container Quantities column","39820",39.82,"39820.0 kg","",NA,"","",2020-02-11
"865",37566527,"ONEYRICVKL572700",2020-01-19,"Newport Ch International Llc","1100 WEST TOWN AND COUNTRY ROAD SUITE 1388 ORANGE, CA 92868","1100 Town and Country Road","Orange","California","92868","United States","27769519","Newport Ch International Llc","ONEY - Ocean Network Express Pte Ltd","India","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Jawaharlal Nehru, India","Southern Asia","India","Us Charleston, Sc","Kyoto Express","","",1,4,"See Container Quantities column","46793",46.793,"46793.0 kg","",NA,"","",2020-02-11
"866",33234683,"MEDUUS661954",2020-03-21,"Global Transol Llc","ERIC GNAKADJA 250 ENTERPRISE DR KINGSTON, NY 12401 PHONE NO : +1 8457905277 FAX NO : +1 8453504006","Enterprise Drive","Kingston","New York","12401","United States","45854958","Global Transol Llc","MSCU - Msc Mediterranean Shipping Company S A","Australia","Port of Oakland, Oakland, California","Pacific Region","United States","Sydney, Australia","Australasia","Australia","","Cap Capricorn","","",1,2,"See Container Quantities column","45890.44",45.89044,"45890.44 kg","37600",NA,"","",2020-04-13
"867",33234803,"MEDUUS612155",2020-03-21,"Navistar Parts","2701 NAVISTAR DRIVE LISLE IL 60532 UNITED STATES","2701 Navistar Drive","Lisle","Illinois","60532","United States","33663938","Navistar Global Parts","MSCU - Msc Mediterranean Shipping Company S A","Dominican Republic","Houston, Houston, Texas","Southwest Region","United States","Caucedo, Dominican Republic","Caribbean","Dominican Republic","San Antonio, Tx","Gsl Valerie","","",1,3,"See Container Quantities column","31865",31.865,"31865.0 kg","116000",NA,"","",2020-04-13
"868",32700197,"MEDUKB612621",2020-01-01,"Mts Logistics Inc.","5 WEST 37TH STREET SUITE 300 NEW YORK, NY 10018","","","","","United States","27866979","Mts Logistics Inc Gizem Namoglu 5 West 37 Th Street Suite 300 New York, Ny 10018 Phone No : 212 534 3117","MSCU - Msc Mediterranean Shipping Company S A","Israel","Houston, Houston, Texas","Southwest Region","United States","Ashdod, Israel","Western Asia","Israel","","Msc Judith","","",1,8,"See Container Quantities column","94026",94.026,"94026.0 kg","94200",NA,"","",2020-01-25
"869",32704483,"MEDUKB603356",2020-01-01,"Carlo Shipping International Inc.","19300 S. HAMILTON AVE., STE 160 GARDENA, CA 90248","19300 South Hamilton Avenue","Gardena","California","90248","United States","27961994","W8 Shipping Llc","MSCU - Msc Mediterranean Shipping Company S A","Ukraine","Port of Long Beach, Long Beach, California","Pacific Region","United States","Juzhny, Ukraine","Eastern Europe","Ukraine","","Msc Rania","","",1,2,"See Container Quantities column","6294",6.294,"6294.0 kg","",NA,"","",2020-01-26
"870",32700257,"MEDUKB584408",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","Israel","Houston, Houston, Texas","Southwest Region","United States","Haifa, Israel","Western Asia","Israel","","Msc Judith","","",1,32,"See Container Quantities column","357999",357.999,"357999.0 kg","499000",NA,"","",2020-01-25
"871",32700297,"MEDUKB610880",2020-01-01,"Olam Cotton","740 EAST CAMPBELL RD RICHARDSON TX 75081 USA","740 East Campbell Road","Richardson","Texas","75081","United States","34450938","Af Cotton 819 W. Arapaho Rd. Richardson, Tx 75080","MSCU - Msc Mediterranean Shipping Company S A","Turkey","Houston, Houston, Texas","Southwest Region","United States","Izmir, Turkey","Western Asia","Turkey","","Msc Judith","","",1,12,"See Container Quantities column","119024",119.024,"119024.0 kg","183000",NA,"","",2020-01-25
