"","panjivarecordid","billofladingnumber","arrivaldate","conname","confulladdress","conroute","concity","constateregion","conpostalcode","concountry","conpanjivaid","conoriginalformat","shpname","shpfulladdress","shproute","shpcity","shpstateregion","shppostalcode","shpcountry","shppanjivaid","shporiginalformat","carrier","notifyparty","notifypartyscac","billofladingtype","masterbillofladingnumber","shpmtorigin","shpmtdestination","shpmtdestinationregion","portofunlading","portofunladingregion","portoflading","portofladingregion","portofladingcountry","placeofreceipt","transportmethod","vessel","vesselvoyageid","vesselimo","iscontainerized","volumeteu","quantity","measurement","weightkg","weightt","weightoriginalformat","valueofgoodsusd","frob","manifestnumber","inbondcode","numberofcontainers","haslcl","filedate"
"733",184107725,"HDMUYNWB8217536",2020-01-01,"Wal Mart Canada Corp.","3155, Argentia Road, Mississauga, Ontario, Canada, L5N 8E1","3155 Argentia Road","Mississauga","Ontario","L5N 8E1","Canada",28386285,"WAL-MART CANADA CORP., 1940 ARGENTIA ROAD, MISSISSAUGA ONTARIO, L5N 1P9, CANADA","Foshan Shunde Midea Washing","HEATING APPLIANCES MANUFACTURING COMPANY LIMITED NO.19 SANLE RD BEIJIAO SHUNDE FOSHAN GUANGDONG CHINA","","Foshan","Guangdong","","China",45985920,"FOSHAN SHUNDE MIDEA WATER DISPENSER MANUFACTURING CO., LTD NO.68 GUANGLE ROAD,SHUNDE FOSHAN,GUANGDONG,CHINA","HDMU - Hyundai Merchant Marine","DAMCO CANADA INC. 5700 EXPLORER DRIVE, SUITE 101, MISSISSAUGA, ON L4W 0C6  CANADA, TEL 1-888-387-2279, TEFAX 1-800-710-1594","","Simple","","China","Port of Tacoma, Tacoma, Washington","Pacific Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN, SHENZHEN","Maritime","HYUNDAI INTEGRAL","0089E",9347592,1,2,"641 CTN","",7756,7.756,"7756 KG",NA,1,1,"",1,NA,2020-01-02
"734",195138020,"MEDUVC107814",2020-09-05,"Qingdao New Ocean Line Co., Ltd.","NO.197-6 SHANDONG RD SIFANG DIST 266000 SHANDONG PROVINCE CHINA 86","6A Shandong Road","Qingdao Shi","Shandong Sheng","266022","China",33852892,"QINGDAO NEW OCEAN LINE CO., LTD 197-6 SHANDONG ROAD, SIFANG DISTRIC QINGDAO 37 266043 CHINA","West Shefford Food","150 EGLINTON AVENUE EAST SUITE 303 TORONTO, ON M4P 1E8","150 Eglinton Avenue East","Toronto","Ontario","M4P 1E8","Canada",29865845,"WEST SHEFFORD FOOD CO. INC 150 EGLINTON AVE E SUITE 303 TORONTO ON M4P 1E8 CANADA","MEDU - Msc Meditterranean Shipping Company Sa","QINGDAO NEW OCEAN LINE CO., LTD 197-6 SHANDONG ROAD, SIFANG DISTRIC, QINGDAO 37 266043 CHINA","","Simple","","Canada","Port of Seattle, Seattle, Washington","Pacific Region","Port of Seattle, Seattle, Washington","Pacific Region","Vancouver, BC, Canada","North America","Canada","VANCOUVER","Maritime","COSCO NAGOYA","2002N",9380271,1,2,"826 CTN","40 X",23078,23.08,"23078 K",67300,1,1,"",1,NA,2020-09-08
"735",184107745,"HDMUYNWB8492577",2020-01-01,"Bass Pro","2500 EAST KEARNE STREET SPRINGFIELD, MO 65898","2500 East Kearney Street","Springfield","Missouri","65803","United States",27813947,"BASS PRO LLC 2500 EAST KEARNEY SPRINGFIELD MO 65898 U.S.A","Techworld Industries Ltd.","UNIT 1705 17/F NANYANG PLAZA 57 HUNG TO RD KWUN TONG HK HK","57 Hung To Road","Hong Kong","Kowloon","","Hong Kong",45787975,"TECHWORLD INDUSTRIES LIMITED UNIT 1704, 17/F., NANYANG PLAZA KOWLOON, HONG KONG","HDMU - Hyundai Merchant Marine","EXPEDITORS INTERNATIONAL 849 THOMAS DR BENSENVILLE, IL, 60106, ATTN: ORD-, TECABELAS@EXPEDITORS.COM","","Simple","","Hong Kong","Port of Tacoma, Tacoma, Washington","Pacific Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN, SHENZHEN","Maritime","HYUNDAI INTEGRAL","0089E",9347592,1,2,"950 CTN","",14195,14.195,"14195 KG",NA,NA,1,"",1,NA,2020-01-02
"736",195134690,"MEDUMV335887",2020-09-06,"","","","","","","",NA,"","","","","","","","",NA,"","MEDU - Msc Meditterranean Shipping Company Sa","","","Simple","","Bahamas","Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida","Southeast Region","Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida","Southeast Region","Freeport, Grand Bahama I, Bahamas","Caribbean","Bahamas","AHMEDABAD, INDIA","Maritime","HARMONY N","035R",9309411,1,1,"9 PKG","",25000,25,"25000 K",NA,NA,1,"",1,NA,2020-09-08
"737",195139310,"MEDUVC108903",2020-09-06,"Soluciones Aduanales De Manzanillo","CARRETERA MANZANILLO MINATITLAN 31 MANZANILLO COL CP 28876 MEXICO","","","","","Mexico",45704665,"SOLUCIONES ADUANALES DE MANZANILLO, COLONIA TAPEIXTLES CARRETERA MANZAN MANZANILLO COL 28876 MEXICO","Premium 1 Papers","473 WEST AV CANADA","473 West Avenue","Kelowna","British Columbia","V1Y 1V9","Canada",74699576,"PREMIUM 1 PAPERS 473 WEST AVE KELOWNA BC V1Y 4Z3 CANADA","MEDU - Msc Meditterranean Shipping Company Sa","FORSAC MEXICO, S.A. DE C.V. BENJAMIN FRANKLIN MODULO 3 LOTE 5 6, GUADALAJARA JAL 46645 MEXICO","","Simple","","Canada","Port of Seattle, Seattle, Washington","Pacific Region","Port of Seattle, Seattle, Washington","Pacific Region","Vancouver, BC, Canada","North America","Canada","VANCOUVER","Maritime","MSC ANTONELLA","030S",9702273,1,14,"190 ROL","202 X",171539,171.54,"171539 K",178000,1,1,"",7,NA,2020-09-08
"738",194592820,"CSWAGUAIF00005",2020-08-27,"","","","","","","",25898320,"","Italfim","VIA TONALE, 2 PEDRENGO, BERGAMO 24066","2 Via Tonale","Pedrengo","Lombardy","24066","Italy",26672256,"ITALFIM SPA VIA TONALE 2 PEDREGO BERGAMO IT","CSWA - Central Shipping Agency Spa","","","House","MEDULN748289","Italy","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","La Spezia, Italy","Southern Europe","Italy","LISCATE ITALY","Maritime","SEALAND WASHINGTON","032W",9196852,1,0.12,"2 CTN","",579,0.58,"579 K",NA,1,1,"",1,1,2020-08-28
"739",195139320,"MEDUMC448062",2020-09-06,"Ostara Bvba","RESIDENTIE LA LAINIERE RONSEWEG 66, OUDENAARDE","66 Ronseweg","Oudenaarde","Vlaanderen","9700","Belgium",85607598,"OSTARA BVBA RONSEWEG 66 BUS 2/21 OUDENAARDE VOV 9700 BELGIUM","Ostara Bvba","RESIDENTIE LA LAINIERE RONSEWEG 66, OUDENAARDE","66 Ronseweg","Oudenaarde","Vlaanderen","9700","Belgium",85607598,"OSTARA BVBA RONSEWEG 66 BUS 2/21 OUDENAARDE VOV 9700 BELGIUM","MEDU - Msc Meditterranean Shipping Company Sa","OSTARA BVBA RONSEWEG 66 BUS 2/21, OUDENAARDE VOV 9700 BELGIUM","","Simple","","Belgium","Port of Seattle, Seattle, Washington","Pacific Region","Port of Seattle, Seattle, Washington","Pacific Region","Vancouver, BC, Canada","North America","Canada","SASKATOON, SK, CA","Maritime","MSC ANTONELLA","030S",9702273,1,1,"1 PKG","",21360,21.36,"21360 K",NA,1,1,"",1,NA,2020-09-08
"740",195137250,"NQSH03608BF36818",2020-09-06,"","","","","","","",NA,"","","","","","","","",NA,"","NQSH - Network Shipping Ltd (A Liberian Company)","","","Simple","","Costa Rica","Philadelphia Regional Port Authority, Philadelphia, Pennsylvania","Northeast Region","Philadelphia Regional Port Authority, Philadelphia, Pennsylvania","Northeast Region","Bahia De Moin, Costa Rica","Central America","Costa Rica","MOIN, COSTA RICA","Maritime","BF OSPREY","R1360",9376141,1,18,"12833 CTN","",172741,172.74,"172741 KG",97200,NA,1,"",9,NA,2020-09-08
"741",194859250,"IEGLHMMUW3CY2F5O",2020-09-01,"","","","","","","",84380083,"","Liu Qin","YANWEN EXPRESS 397 1 PINGLU RD ZH GUANGDONG SHANGHAI","Lantian Road","Shenzhen Shi","Guangdong Sheng","","China",75538292,"LEI QIAN YANWEN EXPRESS 397 1 PINGLU ROAD ZH GUANGDONG, SHANGHAI","IEGL - Im Ex Global Inc","","HDMU - Hyundai Merchant Marine","House","HDMUYNWB2317687","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN,CHINA","Maritime","HYUNDAI PRESTIGE","076E",NA,1,0,"1 PCS","",1,0,"1 KG",8,NA,1000,"",1,1,2020-09-02
"742",184107815,"HDMUHPWB0602717",2020-01-01,"Hudsons Bay Company","401, Bay Street, 10th Floor, Toronto, Ontario, Canada, M5H 2Y4","401 Bay Street","Toronto","Ontario","M5H 2Y4","Canada",28373259,"HUDSONS BAY COMPANY 8925 TORBRAM ROAD BRAMPTON, ONTARIO, CANADA L6T 4G1","Damco Vietnam Co., Ltd.","Of Nam Lee International Co Ltd Cn6 Lot Long Xuyen Cluster Long Xuyen Ward Kinh Mon Town Tehai Duong Pro Vietnam","","","","","Vietnam",71213890,"DAMCO VIETNAM COMPANY LIMITED O/B OF NAM LEE INTERNATIONAL CO, LTD CN6 LOT, LONG XUYEN CLUSTER LONG XUYEN WARD,KINH MON TOWN TEHAI DUONG PRO.,VIETNAM","HDMU - Hyundai Merchant Marine","HUDSONS BAY COMPANY 8925 TORBRAM ROAD, BRAMPTON, ONTARIO, CANADA L6T 4G1, ATTN: MUI MING CHOW, TETEL: 905 792-5469 FAX: 905 792-4634","","Simple","","Vietnam","Port of Tacoma, Tacoma, Washington","Pacific Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Yantian, China","Eastern Asia","China","HAIPHONG","Maritime","HYUNDAI INTEGRAL","0089E",9347592,1,0.17,"69 CTN","",461,0.461,"461 KG",NA,1,1,"",1,NA,2020-01-02
"743",195101480,"MAEU204203629",2020-09-05,"Expeditors International","245 ROGER AV INWOOD NY 11096 USA","245 Roger Avenue","Inwood","New York","11096","United States",89456324,"","","","","","","","",NA,"","MAEU - Maersk Line","Expeditors International OF WA, INC., 2508 N. MARINE DRIVE, PORTLAND, OR 97217 USA, 1-5032543707","","Simple","","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN","Maritime","MAERSK EDIRNE","033N",9502867,1,0.51,"144 CTN","13 CM",1279.58,1.28,"2821 LB",19000,NA,1,"",1,NA,2020-09-07
"744",184107835,"AMAWA1912280570",2020-01-01,"Corsair Memory Inc.","46221 LANDING PARKWAY FREMONT CA","46221 Landing Parkway","Fremont","California","94538","United States",59918207,"CORSAIR MEMORY INC. 47100 BAYSIDE PARKWAY FREMONT CA UNITED STATES 94538","Vtech Technology Corp.","1 NO.99 SEC.2 ZHONGSHANN.RD. TAIPEI CITY 104 TAIWAN","99 Section 2, Zhongshan North Road","","Taipei City","10491","Taiwan",44379526,"VTECH TECHNOLOGY CORP 6F-8 NO. 27 SEC 3 ZHONGSHAN N ROAD TAIPEI TAIWAN","AMAW - Apex Shipping Co","RAYDER 5461 SANTA ANA ST. ONTARIO CA, UNITED STATES 91761","MAEU - Maersk Line","House","MAEU589115692","Taiwan","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","CNYTN","Maritime","MAERSK EDINBURGH","950N",NA,1,2,"1230 CTN","51 CM",4321,4.321,"4321 KG",NA,NA,1,"",1,NA,2020-01-02
"745",184107845,"DMCQYAX0405619",2020-01-01,"Newton Buying Corp.","770, Cochituate Road, Framingham, Massachusetts, United States, 01701","770 Cochituate Road","Framingham","Massachusetts","01701","United States",32423494,"NEWTON BUYING CORP (TJ MAXX) 770 COCHITUATE RD FRAMINGHAM, MA 01701 UNITED STATES FRAMINGHAM MA 01701","Shenzen Home And Garden Products","MFG NO.88 BAIGONGAO INDUSTRIAL ZONE FUMIN XIKENG GUANLAN SZ CHINA 518110 CONTACT:ODETTE WEI","","Shenzhen","Guangdong","","China",24112606,"SHENZHEN HOME AND GARDEN PRODUCTS M BAIGONGAO INDUSTRIAL ZONGUANGD PROVINCE GUANLAN TOWN CN GUANLAN 510000 CN","DMCQ - Damco International B V","EXPEDITORS, LOS ANGELES 19701 HAMILTON AVENUE, SUITE 100","HDMU - Hyundai Merchant Marine","House","HDMUHKWB8499261","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN","Maritime","MAERSK EDINBURGH","950N",NA,1,2,"140 CTN","",2027,2.027,"2027 K",NA,NA,1,"",1,NA,2020-01-02
"746",184107875,"PPILSZX73128",2020-01-01,"Wimex International Llc","8822 FLOWER RD. RANCHO CUCAMONGA CA 91730 USA","8822 Flower Road","Rancho Cucamonga","California","91730","United States",27820829,"WIMEX INTERNATIONAL LLC 8822 FLOWER RD, SUITE 130,RANCHO CUCAMONGA CA 91730 USA","Dongguan Huachuang Household Produc","YUANJIANGYUAN INDUSTRIAL AREA CHANGPING TOWN DONGGUAN CITY DONG GUAN CN CN","","","","","China",67130396,"DONGGUAN HUACHUANG HOUSEHOLD PRODUC CO.,LTDYUANJIANGYUAN INDUSTRIAL AREA,CHANGPING TOWN,DONGGUAN CITY GUANDONG,CHINA","PPIL - Pudong Prime Intl Logistics Inc","","","House","MEDUH4112239","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN","Maritime","MAERSK EDINBURGH","950N",9456757,1,2,"3485 CTN","65 X",13940,13.94,"13940 K",NA,NA,1,"",1,NA,2020-01-02
"747",184107885,"GMCCAOB1908545",2020-01-01,"Repon (USA) Inc.","3650 BROADMOOR AV SE GRAND RAPIDS MI 49512","3650 Broadmoor Avenue Southeast","Kentwood","Michigan","49512","United States",46932765,"REPON (USA) INC. 3650 BROADMOOR AVESE, SUITE#104 GRAND RAPIDS, MI 49512 GRAND RAPIDS         MI49512     US","Nan Juen International Co., Ltd.","NO.2 DAZHI RD. TAOYUAN DIST. TAOYUAN CITY 330 TAIWAN (R.O.C.) TAOYUANTW","2 Dazhi Road","","Taoyuan City","330","Taiwan",28458931,"NAN JUEN INTERNATIONAL CO., LTD. NO.2,DAZHI RD., TAOYUAN DIST TAOYUAN CITY 330, TAIWAN (R.O.C TAOYUAN CITY                     TW","GMCC - Gmc Inc","PREMIER FREIGHT MANAGEMENT CORP. 635 EAST 48TH ST SUITE A HOLLAND,, MI 49423, HOLLAND              MI49423     US","","House","HDMUKACI0921181","Taiwan","Illinois International Port District, Chicago, Illinois","North Central Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Kaohsiung, Taiwan","Eastern Asia","Taiwan","KAOHSIUNG","Maritime","HYUNDAI INTEGRAL","089E",9347592,1,1,"27 PKG","25 X",8340,8.34,"8340 K",NA,NA,1,"Immediate Transportation (IT)",1,NA,2020-01-02
"748",184107895,"BWLETPE903671819",2020-01-01,"Leatherman Tool Group","12106 NORTHEAST AINSWORTH CIRCLE PORTLAND, OR 97220-9001","12106 Northeast Ainsworth Circle","Portland","Oregon","97220","United States",34409615,"LEATHERMAN TOOL GROUP INCORPORATED 12106 NE AINSWORTH CIR PORTLAND OR97220 USSANIT KUMAR (SUNNY) TE+15032537826","Waterson","NO.428 WU CHUANS. RD. TAICHUNG CITY TAIWANR.O.C","","","","","Taiwan",59933195,"WATERSON CORP 8F, NO 428, WU-CHUAN SOUTH ROAD SOUTH DISTRICT TAICHUNG TW FX+886422659431","BWLE - Blue World Line","","OVLF - Oriental Vanguard Logistics Co Ltd","House","HDMUKETC0931825","Taiwan","Port of Portland, Portland, Oregon","Pacific Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Kaohsiung, Taiwan","Eastern Asia","Taiwan","KAOHSIUNG","Maritime","HYUNDAI INTEGRAL","089E",9347592,1,0.3,"224 CTN","",3368,3.368,"3368 KG",NA,NA,1,"Immediate Transportation (IT)",1,1,2020-01-02
"749",184107915,"BWLEXMN903717747",2020-01-01,"Menu North America Inc.","1975 CHARLES WILLARD ST RANCHO DOMINGUEZ CA 90220 US","1975 Charles Willard Street","Carson","California","90746","United States",63390672,"MENU NORTH AMERICA INC 1975 CHARLES WILLARD STREET RANCHO DOMINGUEZ CA90220 US","Xiamen Smarter Industries Co., Ltd.","3- BLDG 3A NO 588 SHANBIAN RO AD HAICANG DISTRICT XIAMEN CN","3号 Shan Bian Lu","Xiamen Shi","Fujian Sheng","","China",61121872,"XIAMEN SMARTER INDUSTRIAL CO LTD 3-4F BUILDING 3A NO 588 SHANBIAN RO AD HAICANG DISTRICT XIAMEN CN","BWLE - Blue World Line","JAS FORWARDING (USA) INC 1975 E CHARLES WILLARD ST, RANCHO DOMINGUEZ CA90220 US TE+13106099330  ;  JAS FORWARDING (USA) INC 1975 E CHARLES WILLARD ST, RANCHO DOMINGUEZ CA90220 US FX+13106099333","NAQA - Naca (Vanguard Logistics Services)","House","MEDUXA446798","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Xiamen, China","Eastern Asia","China","XIAMEN","Maritime","MAERSK EDINBURGH","950N",9456757,1,0.19,"500 CTN","",1750,1.75,"1750 KG",NA,NA,1,"",1,1,2020-01-02
"750",184107925,"FLXTFCNUS674203A",2020-01-01,"Meraki","4455 EAST PHILADELPHIA ST ONTA RIO CA 91761 ONTARIO CA UNITED ST ATES POSTAL:91761","4455 East Philadelphia Street","Ontario","California","91761","United States",27886531,"MERAKI LLC C/O DCL LOGISTICS 4455 EAST PHILADELPHIA STREET ONTARIO CALIFORNIA UNITED STATES ATTN: MIGUEL PACHECO/CISCO MERAKI","Cloud Network Technology Singap","PTE LTD FL1 4 F8D DISTRICT FOXCONNSCIENCE AND TECHNOLOGY IND PARK EAST SIDE OF MIN QING RD LON SUBDISTRICT LONGHUA DISTRICT CN","","Fuzhou","Fujian","","China",59916578,"CLOUD NETWORK TECHNOLOGY SINGAPORE C/O SHENZHEN FUGUI PRECISION INDUST FLOOR1-4, BUILDING 1, F8D DISTRICT LONGHUA DISTRICT, SHENZHEN","FLXT - Flexport International Llc","","HDMU - Hyundai Merchant Marine","House","HDMUHKWB2077642","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN, CHINA","Maritime","MAERSK EDINBURGH","950N",9456757,1,2,"132 CTN","",3259,3.259,"3259 KG",NA,NA,1,"",1,NA,2020-01-02
"751",184107945,"FTNVTPS000063955",2020-01-01,"Hilco","33 WEST BACON ST PLAINVILLE","33 West Bacon Street","Plainville","Massachusetts","02762","United States",27849738,"HILCO 33 W BACON ST PLAINVILLE MA 02762 US","Aswan International Corp.","1 NO.102 SECTION 2 ROOSEVELT RD TAIPEI TAIWANR.O.C","","","","","Taiwan",25841262,"ASWAN INTERNATIONAL CORP 5F 1 NO 102 SEC 2 ROOSEVELT RD TAIPEI   TW","FTNV - Fedex Trade Networks Transport & Brokerage Inc","","HDMU - Hyundai Merchant Marine","House","HDMUKEWB0932493","Taiwan","Port of Tacoma, Tacoma, Washington","Pacific Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Kaohsiung, Taiwan","Eastern Asia","Taiwan","TW","Maritime","HYUNDAI INTEGRAL","089E",NA,1,0.05,"30 CTN","3 X",306,0.306,"306 K",NA,NA,1,"",1,1,2020-01-02
"752",184107975,"SMMBSFOC4837716",2020-01-01,"Ins & Outs Pottery Inc.","4425 SOUTH SOTO ST VERNON CA 90058 USA VERNON CA 90058 US","4425 Soto Street","Vernon","California","90058","United States",15452208,"INS & OUTS POTTERY INC. 2652 E 45TH STREET VERNON CA90058 US","Minhou King Home Arts & Crafts Co.","CO. LTD. CHENDIANHU INDUSTRY AREA GANZHE MINHOU FUZHOU CHINA","","Fuzhou","Fujian","","China",30167118,"MINHOU KINGHOME ARTS AND CRAFTS CO. CHENDIANHU INDUSTRY AREA, GANZHE TO FUZHOU CN","SMMB - Seamaster Logistics Inc","INS & OUTS POTTERY INC. 2652 E 45TH STREET, VERNON CA90058 US","MEDU - Msc Meditterranean Shipping Company Sa","House","MEDUFZ738990","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Xiamen, China","Eastern Asia","China","FUZHOU PT","Maritime","MAERSK EDINBURGH","950N",9456757,1,2,"800 CTN","",8104,8.104,"8104 KG",NA,NA,367769,"",1,NA,2020-01-02
"753",184107175,"TLDMSZOE19120186",2020-01-01,"Full Spectrum Laser Llc","6216 SOUTH SANDHILL ROAD LAS VEGAS, NV 89120","7310 Smoke Ranch Road","Las Vegas","Nevada","89128","United States",27937017,"FULL SPECTRUM LASER 6216 S SANDHILL RD LAS VEGAS,NV,89120,US","Aqs (China) Inc.","RONGYI BLDG DONGGUAN SSL NATIONAL HIGH-TECH INDUSTRIAL DEVELOPMENT ZONE DONGGUAN DONGGUAN CN","","Dongguan","Guangdong","","China",27918929,"AQS CHINA INC. RM 801, RONGYI BUILDING, DONGGUANSS -TECH INDUSTRIALDEVELOPMENT ZONE DONGGUAN,,CN","TLDM - Tianshi Logistics Co Limited","FULL SPECTRUM LASER 6216 S SANDHILL RD,, LAS VEGAS,NV,89120,US","MEDU - Msc Meditterranean Shipping Company Sa","House","MEDUH4189187","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN, CHINA","Maritime","MAERSK EDINBURGH","950N",9456757,1,1,"48 CTN","",2308,2.308,"2308 KG",NA,NA,5045,"",1,NA,2020-01-02
"754",194857410,"IEGLA1LS4FHFFEBG",2020-09-01,"","","","","","","",84387693,"","","","","","","","",74538220,"","IEGL - Im Ex Global Inc","","","House","HDMUYNWB2317687","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN,CHINA","Maritime","HYUNDAI PRESTIGE","076E",NA,1,0,"1 PCS","",1,0,"1 KG",11,NA,1000,"",1,1,2020-09-02
"755",195136630,"CHSL331743340RTM",2020-09-05,"Brs Bensalem Schwarz","3600 PROGRESS DRIVE BENSALEM PA 19020 US","3600 Progress Drive","Bensalem","Pennsylvania","19020","United States",85607022,"BRS-BENSALEM  SCHWARZ 3600 PROGRESS DRIVE BENSALEM PA19020 US","Dsv","HEIERHOEVENWEG 17 5928 RN VENLO VENLO LI5928 RN NL","17 Heierhoevenweg","Venlo","Limburg","5928","Netherlands",35112542,"DSV C O DDS HEIERHOEVENWEG 17 5928 RN VENLO VENLO LI5928 RN NL","CHSL - Christal Lines","","MEDU - Msc Meditterranean Shipping Company Sa","House","MEDUAP701256","Netherlands","New York/Newark Area, Newark, New Jersey","New York Region","New York/Newark Area, Newark, New Jersey","New York Region","Antwerp, Belgium","Western Europe","Belgium","VENLO NL","Maritime","MSC PILAR","XA034",8715871,1,0.07,"19 PKG","",456,0.46,"456 KG",2000,NA,491948,"",1,1,2020-09-08
"756",195137330,"SMLU6255447A",2020-09-07,"Gaia Produce","310 NASSAU AV 302 BROOKLYN NY 11222 USA","310 Nassau Avenue","","New York","11222","United States",87576850,"GAIA PRODUCE 310 NASSAU AVE 302 BROOKLYN NY 11222 USA","Freships S.A.C.","CLL DOMINGO PONTE 767 MAGDALENA DEL MAR LIMA PERU PER","767 Jirón Domingo Ponte","Magdalena del Mar","Municipalidad Metropolitana de Lima","15076","Peru",87494581,"FRESHIPS SAC CLL DOMINGO PONTE 767 MAGDALENA DEL MAR LIMA, PERU PER","SMLU - Seaboard Marine Ltd","GEODIS USA INC 5101 S BROAD ST, THE NAVY YARD, PHILADELPHIA, PA 19112-1404 USA","","Simple","","Peru","Port of Chester, Chester, Pennsylvania","Northeast Region","Port of Chester, Chester, Pennsylvania","Northeast Region","Manzanillo, Panama","Central America","Panama","CALLAO PERU","Maritime","ERATO","00033",9472103,1,2,"2288 BOX","",25279.6,25.28,"55732 L",37200,NA,1,"",1,NA,2020-09-08
"757",194860670,"IEGLNKFHW1V6DRUD",2020-09-01,"","","","","","","",84388632,"","Zhangyu","YANWEN EXPRESS 397 1 PINGLU RD ZH GUANGDONG SHANGHAI","Lantian Road","Shenzhen Shi","Guangdong Sheng","","China",75533287,"ZHANGHAO YANWEN EXPRESS 397 1 PINGLU ROAD ZH GUANGDONG, SHANGHAI","IEGL - Im Ex Global Inc","","","House","HDMUYNWB2317687","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN,CHINA","Maritime","HYUNDAI PRESTIGE","076E",NA,1,0,"1 PCS","",1,0,"1 KG",NA,NA,1000,"",1,1,2020-09-02
"758",184107225,"GOAGTP19A04016",2020-01-01,"Associated Engineers Inc.","606 SOUTH LAKE ST. HUSTISFORD WI 53 034 USA","606 South Lake Street","Hustisford","Wisconsin","53034","United States",36154384,"ASSOCIATE ENGINEERING COPR 606 S. LAKE STREET HUSTISFORD, WI 5 3034 HUSTISFORD WI 53034 US","","","","","","","",NA,"","GOAG - Global Ocean Agency Lines Llc","","HDMU - Hyundai Merchant Marine","House","HDMUTAWB0922530","Taiwan","Illinois International Port District, Chicago, Illinois","North Central Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Kaohsiung, Taiwan","Eastern Asia","Taiwan","TAICHUNG,TW","Maritime","HYUNDAI INTEGRAL","089E",NA,1,2,"264 CTN","",12526,12.526,"12526 K",NA,NA,1,"Immediate Transportation (IT)",1,NA,2020-01-02
"759",195123320,"ONEYTA8PVF575800",2020-09-07,"Expeditors International","245 ROGER AV INWOOD NY 11096 USA","245 Roger Avenue","Inwood","New York","11096","United States",89456324,"","","","","","","","",NA,"","ONEY - Ocean Network Express Pte Ltd","Expeditors International 300 TRADEPORT DR STE ATLANTA GA 303, 54 US","","Simple","","China","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Tsingtao, China","Eastern Asia","China","QINGDAO, SHANDONG","Maritime","HYUNDAI RESPECT","022E",9475674,1,2,"1600 CTN","66 CM",21291,21.29,"21291 KG",NA,NA,1,"",1,NA,2020-09-08
